Autores,Nombre_Publicacion,Año_pub_edicion,Año_original,Desfasaje,Confianza,Nota
viveiros de castro eduardo,mana,1996,1996.0,0.0,alta,"El artículo ""Os pronomes cosmológicos e o perspectivismo amerindio"" de Eduardo Viveiros de Castro fue publicado originalmente en la revista Mana, volumen 2, número 2, en 1996."
viveiros de castro eduardo,metafísicas caníbales. líneas de antropología postestructural,2010,2009.0,1.0,alta,"La edición original en francés, ""Métaphysiques cannibales. Lignes d'anthropologie post-structurale"", fue publicada en 2009. La edición en español de Katz Editores es una traducción."
viveiros de castro eduardo,nc,2013,2008.0,5.0,alta,"""La mirada del jaguar"" de Tinta Limón (2013) es una selección y ampliación del libro de entrevistas ""Eduardo Viveiros de Castro, Encontros"" publicado en 2008 por Azougue Editorial en Brasil."
viveros vigoya mara,debate feminista,2016,2016.0,0.0,alta,"El artículo ""La interseccionalidad: una aproximación situada a la dominación"" de Mara Viveros Vigoya fue publicado en el número 52 de la revista Debate Feminista en 2016."
viveros vigoya mara,"memorias del 1er encuentro latinoamericano y del caribe, la sexualidad frente a la sociedad",2008,2008.0,0.0,alta,"El capítulo ""La sexualización de la raza y la racialización de la sexualidad en el contexto latinoamericano actual"" de Mara Viveros Vigoya fue publicado originalmente en 2008 como parte de la compilac"
voloshinov valentin nicolaiev,nc,2007,1929.0,78.0,alta,"La obra ""El marxismo y la filosofía del lenguaje"" de Valentín Nikoláievich Volóshinov fue publicada originalmente en ruso en 1929."
vommaro gabriel,nc,2012,2012.0,0.0,alta,"El capítulo fue publicado en las Actas del Cuarto Taller de discusión “Las derechas en el Cono Sur”, de la Universidad Nacional de General Sarmiento en 2012."
vázquez josefina zoraida,nueva historia mínima ilustrada de méxico,2008,2004.0,4.0,alta,"La ""Nueva historia mínima de México"" (sin ""ilustrada"") se publicó por primera vez en 2004. La edición ilustrada es de 2008."
vázquez mauro,iberoamericana,2023,2023.0,0.0,alta,"El artículo ""‘Ahora es nuestro tiempo’. Activismos juveniles en las nuevas derechas durante la pandemia (Argentina, 2020 - 2022)"" de Melina Vázquez fue publicado en la revista Iberoamericana, Vol. 23,"
wacquant loïc,entre las cuerdas. cuadernos de un aprendiz de boxeador,2006,2000.0,6.0,alta,"La edición original en francés se titula ""Corps et âme. Carnets ethnographiques d'un apprenti boxeur"" y fue publicada en el año 2000."
wade peter,revista colombiana de antropología,2003,2003.0,0.0,alta,"El artículo ""Repensando el mestizaje"" de Peter Wade fue publicado originalmente en la Revista Colombiana de Antropología, vol. 39, en 2003."
wagner peter,sociología de la modernidad: libertad y disciplina,1997,1994.0,3.0,alta,"La edición en español de Herder de 1997 es una traducción de la obra original en inglés ""A Sociology of Modernity: Liberty and Discipline"", publicada por primera vez en 1994 por Routledge."
wagner roy,la invención de la cultura,2019,1975.0,44.0,alta,"La obra ""The Invention of Culture"" de Roy Wagner fue publicada originalmente en 1975 en inglés."
wainerman catalina,"género, familias y trabajo: rupturas y continuidades. desafíos para la
investigación política",2007,2007.0,0.0,alta,"El capítulo ""Conyugalidad y paternidad. ¿Una revolución estancada?"" de Catalina Wainerman fue publicado en la compilación ""Género, familias y trabajo: rupturas y continuidades"" de CLACSO en 2007."
vargas patricia,diseñadores y emprendedores. una etnografía sobre la producción y el consumo de diseño en buenos aires,2016,2013.0,3.0,alta,"Múltiples fuentes citan la publicación de ""Diseñadores y emprendedores. Una etnografía sobre la producción y el consumo de diseño en Buenos Aires"" de Patricia Vargas en 2013 por la editorial Al Margen"
"webb beatrice, webb sydney",la democracia industrial,2004,1897.0,107.0,alta,"""Industrial Democracy"" de Sidney y Beatrice Webb se publicó originalmente en 1897 en inglés."
weber florence,crítica en desarrollo,2008,2008.0,0.0,alta,"El artículo ""Transacciones económicas y relaciones personales. Una etnografía económica después de la Gran División"" de Florence Weber fue publicado en la Revista Crítica en Desarrollo, número 2, en 2"
"althabe gérard, hernández valeria",etnografías globalizadas,2005,2005.0,0.0,alta,"""Etnografías globalizadas"" es una compilación editada en 2005 por Valeria Hernández, Cecilia Hidalgo y Adriana Stagnaro. El capítulo ""Implicación y reflexividad en antropología"" de Althabe y Hernández"
"alvarado maite, yeannoteguy alicia",la escritura y sus formas discursivas,2009,1999.0,10.0,alta,"Múltiples fuentes citan la primera publicación de ""La escritura y sus formas discursivas"" de Alvarado y Yeannoteguy por Eudeba en 1999."
"alvira francisco, blanco francisca, escobar modesto, ligero juan andrés, sáenz alejandro, serrano araceli",la investigación multimétodo,2009,2009.0,0.0,alta,"La obra ""La investigación multimétodo"" de los autores mencionados fue publicada por la Universidad Complutense de Madrid en 2009."
andersen george,una introducción al federalismo,2008,2008.0,0.0,alta,"La primera publicación original de ""Federalism: An Introduction"" de George Anderson fue en 2008 por Oxford University Press."
anderson benedict,comunidades imaginadas,2000,1983.0,17.0,alta,"La primera edición original de ""Imagined Communities"" de Benedict Anderson fue publicada en inglés en 1983."
anderson benedict,nc,1993,1983.0,10.0,alta,"La obra ""Comunidades Imaginadas"" de Benedict Anderson fue publicada originalmente en inglés en 1983 por Verso."
anderson perry,el estado absolutista,1996,1974.0,22.0,alta,"La obra original de Perry Anderson, ""Lineages of the Absolutist State"", fue publicada en inglés en 1974."
andrews george reid,afro-latinoamérica 1800-2000,2007,2004.0,3.0,alta,"La obra ""Afro-Latin America 1800-2000"" de George Reid Andrews fue publicada originalmente en inglés por Oxford University Press en 2004."
angelomé federico,nc,2017,,,,Error en consulta: 'NoneType' object is not iterable
annechiarico milena,culturas políticas y políticas culturales,2014,2014.0,0.0,alta,"El capítulo ""Afrologías porteñas y habaneras. Conexiones, contrastes y algunas reflexiones"" de Milena Annecchiarico fue publicado originalmente en la compilación ""Culturas políticas y políticas cultur"
annunziata rocío,temas y debates,2015,2015.0,0.0,alta,"El artículo ""Ciudadanía disminuida: la idea de la 'construcción de ciudadanía' en los dispositivos participativos contemporáneos"" de Rocío Annunziata fue publicado en la revista ""Temas y Debates. Revi"
"annunziata rocío, gold tomás",desarrollo económico. revista de ciencias sociales,2018,2018.0,0.0,alta,"El artículo ""Manifestaciones ciudadanas en la era digital. El ciclo de cacerolazos (2012-2013) y la movilización #niunamenos (2015) en Argentina"" de Annunziata Rocío y Gold Tomás fue publicado en el v"
ansaldi waldo,tierra en llamas. américa latina en los años 1930,2002,2002.0,0.0,alta,"La obra ""Tierra en llamas: América Latina en los años 1930"" es una compilación editada por Waldo Ansaldi, y la primera edición original es de 2002."
viveiros de castro eduardo,avá. revista de antropología,2016,2002.0,14.0,alta,"El artículo ""El nativo relativo"" de Eduardo Viveiros de Castro fue publicado originalmente en la Revista Mana en el año 2002."
zapata laura,prácticas etnográficas. ejercicios de reflexividad de antropólogas de campo,2014,2014.0,0.0,alta,"El capítulo ""¿Qué significa ser/no ser indio/a mapuche?: ‘pueblo indígena’ y diseminación"" de Laura Zapata fue publicado originalmente en la compilación ""Prácticas etnográficas. Ejercicios de reflexiv"
zecchetto victorino,nc,2012,1999.0,13.0,alta,"Múltiples fuentes indican que la primera edición de ""Seis semiólogos en busca del lector"" de Victorino Zecchetto fue publicada en 1999 por Ediciones CICCUS y La Crujía."
zeisel hans,dígalo con números,1997,1958.0,39.0,alta,"La obra original de Hans Zeisel, ""Say It with Figures"", se publicó en inglés en 1958. La edición en español ""Dígalo con números"" del Fondo de Cultura Económica es una traducción."
zelizer viviana,el significado social del dinero,2011,1994.0,17.0,alta,"La primera publicación original de ""The Social Meaning of Money: Pin Money, Paychecks, Poor Relief, and Other Currencies"" de Viviana Zelizer fue en 1994 por Basic Books."
weil simone,escritos históricos y políticos,2007,1960.0,47.0,alta,"""Escritos históricos y políticos"" (Écrits historiques et politiques) de Simone Weil se publicó originalmente en francés por Gallimard en 1960. La ""Conferencia la racionalización"" es un capítulo o artí"
welti carlos,demografía 1,1997,1997.0,0.0,alta,"La edición que tengo registrada es la primera publicación original de la obra ""Demografía I"" de Carlos Welti, publicada por PROLAP-IIS UNAM en 1997."
white leslie,antropología. lecturas,1993,1943.0,50.0,alta,"El capítulo ""La energía y la evolución de la cultura"" de Leslie White fue publicado originalmente como un artículo en la revista ""American Anthropologist"" en 1943. La obra ""Antropología. Lecturas"" de "
whorf benjamin,antropología. lecturas,1993,1939.0,54.0,alta,"El capítulo ""La relación del pensamiento y el comportamiento habituales con el lenguaje"" de Benjamin Lee Whorf fue publicado originalmente en 1939."
wilkis ariel,las sospechas del dinero. moral y economía en el mundo popular,2013,2013.0,0.0,alta,"La obra ""Las sospechas del dinero. Moral y economía en el mundo popular"" de Ariel Wilkis fue publicada originalmente en español por Paidós en 2013."
wilkis ariel,una historia de cómo nos endeudamos,2024,2024.0,0.0,alta,"Múltiples fuentes indican que la obra fue publicada en 2024, siendo presentada por el autor en julio de ese año."
"wilkis ariel, carenzo sebastián",apuntes de investigación del cecyp,2008,2008.0,0.0,alta,"El artículo ""Lidiar con dones, lidiar con mercancías. Etnografías de transacciones económicas y morales"" de Wilkis Ariel y Carenzo Sebastián fue publicado en la revista ""Apuntes de Investigación del C"
wolf eric,figurar el poder. ideologías de dominación y crisis,2001,1999.0,2.0,alta,"La obra ""Figurar el poder. Ideologías de dominación y crisis"" de Eric R. Wolf fue publicada póstumamente en inglés en 1999 bajo el título ""Envisioning Power: Ideologies of Dominance and Crisis"". La ed"
wright erik olin,desigualdad y clases sociales. un seminario en torno a eric o. wright,1995,1995.0,0.0,alta,"La obra ""Desigualdad y clases sociales. Un seminario en torno a Eric O. Wright"" es una compilación de textos, y el capítulo ""Análisis de clase"" es una contribución de Erik Olin Wright a esta compilaci"
wainerman catalina,la trastienda de la investigación,2001,1997.0,4.0,alta,"""La trastienda de la investigación"" se publicó por primera vez en 1997. El capítulo ""Acerca de la formación de investigadores en ciencias sociales"" forma parte de esta compilación."
wainerman catalina,la vida cotidiana en las nuevas familias. ¿una revolución estancada?,2005,2005.0,0.0,alta,"La obra ""La vida cotidiana en las nuevas familias. ¿Una revolución estancada?"" de Catalina Wainerman fue publicada originalmente por Lumiere en Buenos Aires en 2005."
warburg aby,el renacimiento del paganismo. aportaciones a la historia cultural del renacimiento europeo,2005,1932.0,73.0,alta,"La obra ""El renacimiento del paganismo"" de Aby Warburg es una compilación póstuma de sus escritos, publicada originalmente en alemán en 1932 bajo el título ""Die Erneuerung der heidnischen Antike: Kult"
"alabarces pablo, garriga zucal josé, moreira maria verónica",horizontes antropológicos,2008,2008.0,0.0,alta,"El artículo ""El aguante y las hinchadas argentinas: una relación violenta"" de Alabarces, Garriga Zucal y Moreira fue publicado en la revista Horizontes Antropológicos, volumen 14, número 30, en julio/"
da matta roberto,constructores de otredad. una introducción a la antropología social y cultural,2002,1974.0,28.0,alta,"El capítulo ""El oficio del etnólogo o cómo tener 'Anthropological Blues'"" de Roberto DaMatta fue publicado originalmente en 1974 en portugués, en Comunicações do PPGAS, N° 1, Río de Janeiro, Museu Nac"
"abal medina juan manuel, suarez cao julieta",nc,2003,2003.0,0.0,alta,"El artículo ""Análisis crítico del sistema electoral argentino. Evolución histórica y desempeño efectivo"" de Abal Medina y Suárez Cao fue publicado en la Revista de Ciencias Sociales N° 14 de la Univer"
abal medina paula,crisis,2019,2019.0,0.0,alta,"El artículo ""El Movimiento Obrero Reciclado"" de Paula Abal Medina fue publicado en la Revista Crisis en 2019."
abal medina paula,¿existe la clase obrera?,2016,2017.0,-1.0,alta,"El capítulo ""Los movimientos obreros organizados de Argentina (2003-2016)"" de Paula Abal Medina fue publicado originalmente en la compilación ""¿Existe la clase obrera?"" en 2017 por Capital Intelectual"
