nombre_autor,genero,pais_nacimiento,region,fecha_nacimiento,fecha_muerte,disciplina,institucion,ciudad_institucion,fuente_principal,confianza,requiere_revision,wikidata_id,openalex_id,notas,pais_institucion
perez winter cecilia,femenino,Argentina,Argentina,desconocido,,Antropología,"CONICET, Universidad de Buenos Aires",Buenos Aires,gemini+web,media-alta,False,,,Cecilia Pérez Winter es Doctora en Antropología por la Universidad de Buenos Aires (UBA) y Licenciada en Ciencias Antropológicas con orientación arqueológica por la misma institución. Es investigadora adjunta del CONICET y trabaja en el Instituto de Geografía 'Romualdo Ardissone' de la Facultad de Filosofía y Letras de la UBA. Su género se infiere por su nombre y por el uso de 'Doctora' e 'Investigadora' en las fuentes. Su país de nacimiento se deduce de su afiliación académica y trayectoria en Argentina. No se encontró información sobre su fecha de nacimiento.,Argentina
peristiany john george,masculino,desconocido,desconocido,1911,1987,Antropología,École pratique des hautes études,París,wikidata,alta,True,Q56000439,,"Se confirmó el género masculino y el año de nacimiento (1911) a través de múltiples fuentes que mencionan a 'Peristiany, John G. (John George), 1911-1987'. La fecha de muerte se encontró como 1987. La disciplina de Antropología se infiere de sus publicaciones como 'Honour and Shame: The Values of a Mediterranean Society' y 'Mediterranean Family Structures', que son temas centrales de la antropología social y cultural. Además, una de sus obras fue publicada con la colaboración de la 'École Pratique des Hautes Études--Sorbonne, VIe Section, Sciences Économiques et Sociales', lo que sugiere una afiliación académica. No se encontró información explícita sobre su país de nacimiento.",Francia
perito jorge servín,masculino,desconocido,desconocido,desconocido,,Psiquiatría,,,gemini+web,media-alta,True,,,"Se encontró una mención de 'Jorge Servin -MN 65570- MP 440146- Médico Psiquiatra' en un documento de la Cámara Nacional de Apelaciones de Argentina, lo que sugiere su género y disciplina. No se encontró información sobre su fecha de nacimiento, país de nacimiento o institución académica principal. Aunque se mencionan 'peritos' en la Corte Suprema de Justicia, no se puede confirmar que se trate de la misma persona ni que su rol sea académico en el ámbito de las ciencias sociales. Las otras menciones a 'Servín' en los resultados de búsqueda corresponden a otras personas (Francisco Javier Godínez Servín, Rubén Servín Sánchez, Sergio Arturo López Servín) o a contextos diferentes (peritaje antropológico con perspectiva de género sin mencionar a Jorge Servín Perito).",
perrete delphine,femenino,Francia,Europa,1980,,Literatura infantil y juvenil,,,gemini+web,media-alta,False,,,"Delphine Perret es una autora e ilustradora francesa, nacida el 5 de mayo de 1980. Su trabajo se centra principalmente en la literatura infantil y juvenil. Ha publicado más de una docena de libros, muchos de los cuales han sido traducidos a varios idiomas. Se graduó de la Escuela de Artes Decorativas de Estrasburgo en 2003. Ha cofundado una galería de arte en Lyon, Francia, donde residió varios años. Desde 2020 vive en la región de Nantes. Su género se infiere por su nombre y por la descripción en las fuentes como 'autrice' e 'illustratrice' (formas femeninas en francés).",
persia juliana,femenino,Argentina,Argentina,desconocido,,Sociología del Trabajo,Instituto de Investigaciones Gino Germani (IIGG) / CONICET,,gemini+web,media-alta,True,,,"Se encontró el nombre 'Juliana Persia' en un documento del CONICET de Argentina, lo que sugiere una posible conexión académica en ese país. Sin embargo, la búsqueda de información biográfica específica sobre una académica con ese nombre no arrojó resultados concluyentes. Se encontraron varias personas llamadas Juliana Paes (actriz brasileña), Juliana Pasha (cantante albanesa), Juliana de Faria (periodista brasileña), y Juliana Perez Martinez (investigadora afiliada a la Universidad de São Paulo), pero ninguna de ellas coincide con el perfil de una académica en ciencias sociales con las publicaciones mencionadas. Dada la falta de información específica sobre la Juliana Persia académica, los campos de país de nacimiento, fecha de nacimiento y disciplina no pudieron ser determinados de manera confiable. El género se infiere del nombre 'Juliana'.",
petersson niels,masculino,Alemania,Europa,1968,,Historia,"Sheffield Hallam University, Max Planck Law, Universidad de Konstanz","Sheffield, Múnich, Constanza",gemini+web,media-alta,False,,,"Niels P. Petersson es un historiador alemán nacido en 1968. Estudió Historia, Filosofía y Ciencias Políticas en Tübingen y Aix-en-Provence. Obtuvo su doctorado en 1999 en la FernUniversität en Hagen y su habilitación en Historia Moderna y Contemporánea en la Universidad de Konstanz en 2008. Ha sido profesor de Historia en la Sheffield Hallam University en el Reino Unido por más de trece años y actualmente es Coordinador de Investigación en Max Planck Law. Sus temas de investigación incluyen la globalización, el imperialismo y la historia internacional, con un enfoque en la economía, el derecho y la política. Ha co-escrito 'Breve historia de la globalización' con Jürgen Osterhammel, publicado por Siglo XXI Editores.","Reino Unido, Alemania"
petrone mario alberto,masculino,Argentina,Argentina,desconocido,,Sociología,Universidad de Buenos Aires,Buenos Aires,gemini+web,media-alta,False,,,"El género se infiere por el nombre 'Mario Alberto'. Se asocia a Argentina porque es co-compilador de la obra 'Populismo y neopopulismo en América Latina: el problema de la Cenicienta' publicada por Eudeba (Editorial Universitaria de Buenos Aires). Además, figura como docente en la Universidad de Buenos Aires (UBA), Facultad de Ciencias Sociales, en la materia 'Historia Social Latinoamericana'. Su disciplina se determina como Sociología e Historia Social, ya que es profesor adjunto en la carrera de Sociología de la UBA y sus publicaciones se centran en el populismo y la historia social latinoamericana. No se encontró información sobre su fecha de nacimiento o muerte.",Argentina
pialoux michel,masculino,Francia,Europa,1939,,Sociología,École des hautes études en sciences sociales (EHESS),,wikidata,alta,False,Q7438945,,,
pickett kate,femenino,Reino Unido,Anglosajón,1965,,Epidemiología,University of York,"York, Cambridge, Ithaca, Oakland, Berkeley, Chicago",gemini+web,media-alta,False,,,"Kate Pickett nació en 1965. Es una epidemióloga británica y profesora de Epidemiología en el Departamento de Ciencias de la Salud de la Universidad de York. Se formó en antropología biológica en la Universidad de Cambridge, ciencias de la nutrición en la Universidad Cornell y epidemiología en la Universidad de California, Berkeley. También fue profesora asistente en la Universidad de Chicago. Su género se infiere de su nombre y de la información en las fuentes que se refieren a ella con pronombres femeninos ('she', 'her').","Reino Unido, Estados Unidos"
pineda camacho roberto,masculino,Colombia,Latinoamérica,1951,,Antropología,"Universidad Nacional de Colombia, Universidad de los Andes, Universidad París 3 (Sorbona)",Bogotá,gemini+web,media-alta,False,,,"Roberto Pineda Camacho es identificado como un antropólogo colombiano en múltiples fuentes. Su género se infiere como masculino por su nombre y el uso de pronombres masculinos en todas las descripciones. Nació en 1951. Estudió antropología en la Universidad de los Andes, realizó una maestría en Historia en la Universidad Nacional de Colombia y obtuvo un Doctorado en Sociología con especialidad en Antropología Social de la Sorbona (París 3). Actualmente es profesor asociado del Departamento de Antropología de la Universidad Nacional de Colombia.",Colombia
pink sarah,femenino,Reino Unido,Anglosajón,1966,,Antropología Social,Monash University,Melbourne,wikidata,alta,False,Q28801892,,"Sarah Pink nació el 12 de abril de 1966 en el Reino Unido. Es una científica social, etnógrafa y antropóloga social. Actualmente es Profesora y Directora del FUTURES Hub y del Emerging Technologies Research Lab en la Universidad de Monash.",Australia
pinto julio,masculino,Chile,Latinoamérica,1956,,Ciencia Política,Universidad de Buenos Aires,Santiago,wikidata,alta,False,Q18223819,,,Chile
piovani juan ignacio,masculino,Argentina,Argentina,desconocido,,Sociología,Universidad Nacional de La Plata,La Plata,wikidata,alta,False,Q72229014,,"Juan Ignacio Piovani es identificado como masculino en múltiples fuentes. Su país de nacimiento es Argentina. No se encontró una fecha de nacimiento específica (año). Su disciplina principal es la Sociología, aunque tiene formación en Metodología de las Ciencias Sociales y Ciencia Política. Es profesor titular en la Universidad Nacional de La Plata e investigador principal del CONICET.",Argentina
pita maría victoria,femenino,Argentina,Argentina,1965,,Antropología,"CONICET, Universidad de Buenos Aires, Universidad Nacional de Lanús","Buenos Aires, Remedios de Escalada",gemini+web,media-alta,False,Q120871691,,"El género se infiere del nombre 'María Victoria' y de la forma en que se refieren a ella en todas las fuentes como 'Dra.' o 'Investigadora Principal'. La fecha de nacimiento, 1965, se encontró en una de las fuentes. No se encontró información sobre su fallecimiento, por lo que se asume que vive. Su nacionalidad argentina se menciona explícitamente en varias fuentes, y su afiliación a instituciones argentinas como CONICET y UBA refuerza esto. La disciplina principal es Antropología, específicamente Antropología Política y Jurídica, como se indica en su perfil de CONICET y en su formación académica. Las instituciones principales son CONICET, Universidad de Buenos Aires (UBA) y Universidad Nacional de Lanús (UNLa), donde es investigadora y profesora. Se descartó la información sobre la heroína gallega María Pita, nacida en 1565, ya que claramente no corresponde a la autora académica.",Argentina
pitarch pedro,masculino,España,Europa,1961,,Antropología,"Universidad Complutense de Madrid, Universidad Estatal de Nueva York",Madrid,gemini+web,media-alta,False,,,"Pedro Pitarch nació en Madrid, España, en 1961. Es catedrático de Antropología de América en la Universidad Complutense de Madrid y se doctoró en Antropología por la Universidad Estatal de Nueva York. Su trabajo se centra en la antropología indígena, cosmología, ontología y chamanismo, especialmente con poblaciones mayas en Chiapas, México. El nombre 'Pedro' es consistentemente masculino en español. Se encontró información sobre otro 'Pedro Pitarch' nacido en 1989 que es arquitecto y músico, pero la información de las publicaciones y la disciplina solicitada (Antropología) coincide con el Pedro Pitarch nacido en 1961. Las publicaciones 'El canon prehispánico y la etnografía' y la editorial 'Artes de México y del Mundo' también corresponden al antropólogo Pedro Pitarch.",España
pitt-rivers julian,masculino,Reino Unido,Anglosajón,1919,2001,Antropología,Universidad de Chicago,Londres,wikidata,alta,False,Q278014,,,Reino Unido
planas pilar,femenino,España,Europa,1912,1967,Pintura,"Cercle Artístic de Sant Lluc, Institut Lluís de Peguera, Diputación de Barcelona","Barcelona, Manresa",gemini+web,media-alta,False,,,"Se encontró información sobre Pilar Planas i Martí, una pintora catalana nacida en Manresa, España, en 1912 y fallecida en Barcelona en 1967. Fue profesora de dibujo en el Institut Lluís de Peguera y funcionaria de la Diputación de Barcelona. Se formó en el Cercle Artístic de Sant Lluc. Su disciplina principal es la pintura, destacando en paisajes, naturalezas muertas y retratos. No se encontró información que la vincule con las carreras o materias mencionadas en el contexto adicional (SA, Introducción a la filosofía) ni con la publicación 'un pensamiento sensible' de la editorial Universidad Nacional de San Martín, ya que la Pilar Planas asociada a esa editorial y publicación es una académica de la Universidad Nacional de General San Martín cuya disciplina es la Antropología Social y Cultural. Por lo tanto, se asume que se trata de dos personas diferentes con el mismo nombre.",España
